date,II,V5,SpO2,Art,BP,ETCO2
17023,0.000000,0.000000,2.292371,0.146561,5.000000,0.000149
17024,0.000000,0.000000,2.022817,0.740236,5.000000,0.000125
17025,0.000000,0.000000,1.764305,2.500000,5.000000,0.000101
17026,0.000000,0.000000,1.521942,4.259764,5.000000,0.000077
17027,0.000000,0.000000,1.299502,4.853439,5.000000,0.000054
17028,0.000000,0.000000,1.099297,4.995445,5.000000,0.000030
17029,0.000000,0.000000,0.922248,4.973899,5.000000,0.000026
17030,0.000000,0.000000,0.768100,4.853439,5.000000,0.000022
17031,0.000000,0.000000,0.635700,4.259764,5.000000,0.000018
17032,0.000000,0.000000,0.523300,2.934848,5.000000,0.000013
17033,0.000000,0.000000,0.428821,2.919248,5.000000,0.000009
17034,0.000000,0.000000,0.350066,2.900038,5.000000,0.000005
17035,0.000000,0.000000,0.284873,2.876453,5.000000,0.000004
17036,0.000000,0.000000,0.231218,2.847596,5.000000,0.000004
17037,0.000000,0.000000,0.187267,2.812437,5.000000,0.000003
17038,0.000000,0.000000,0.151405,2.769823,5.000000,0.000002
17039,0.000000,0.000000,0.122236,2.718497,5.000000,0.000002
17040,0.000000,0.000000,0.000138,2.657143,5.000000,0.000001
17041,0.000000,0.000000,0.000792,2.584460,5.000000,0.000001
17042,0.450000,0.450000,0.004555,2.499272,5.000000,0.000001
17043,0.600000,0.600000,0.026101,2.400671,5.000000,0.000001
17044,0.450000,0.450000,0.146561,2.288183,5.000000,0.000000
17045,0.000000,0.000000,0.740236,2.161953,5.000000,0.000000
17046,0.000000,0.000000,2.500000,2.022896,5.000000,0.000000
17047,-0.700000,-0.700000,4.259764,1.872796,5.000000,0.000000
17048,5.000000,5.000000,4.853439,1.714293,5.000000,0.000000
17049,-1.500000,-1.500000,4.973899,1.550750,5.000000,0.000000
17050,0.000000,0.000000,4.995445,1.385990,5.000000,0.000000
17051,0.000000,0.000000,4.999208,1.223951,5.000000,0.000000
17052,0.500000,0.500000,4.911255,1.068317,5.000000,0.000000
17053,1.400000,1.400000,4.889897,0.922197,5.000000,0.000000
17054,1.600000,1.600000,4.863543,0.787911,5.000000,0.000000
17055,1.650000,1.650000,4.831099,0.666903,5.000000,0.000000
17056,0.700000,0.700000,4.791271,0.559776,5.000000,0.000000
17057,0.200000,0.200000,4.742552,0.466418,5.000000,0.000000
17058,0.000000,0.000000,4.683214,0.386165,5.000000,0.000000
17059,0.000000,0.000000,4.611320,0.317988,5.000000,0.000000
17060,0.000000,0.000000,4.524766,0.260648,5.000000,0.000000
17061,0.000000,0.000000,4.421356,0.212826,5.000000,0.000000
17062,0.000000,0.000000,4.298930,0.173224,5.000000,0.000000
17063,0.000000,0.000000,4.155549,0.140619,5.000000,0.000000
17064,0.000000,0.000000,3.989736,0.113904,5.000000,0.000000
17065,0.000000,0.000000,3.800760,0.092100,5.000000,0.000000
17066,0.000000,0.000000,3.588938,0.074363,5.000000,0.000000
17067,0.000000,0.000000,3.355885,0.059971,5.000000,0.000000
17068,0.000000,0.000000,3.104669,0.026101,5.000000,0.000000
17069,0.000000,0.000000,2.839776,0.146561,5.000000,0.000000
17070,0.000000,0.000000,2.566876,0.740236,5.000000,0.000000
17071,0.000000,0.000000,2.292371,2.500000,5.000000,0.000000
17072,0.000000,0.000000,2.022817,4.259764,5.000000,0.000000
17073,0.000000,0.000000,1.764305,4.853439,5.000000,0.000000
17074,0.000000,0.000000,1.521942,4.995445,5.000000,0.000000
17075,0.000000,0.000000,1.299502,4.973899,5.000000,0.000000
17076,0.000000,0.000000,1.099297,4.853439,5.000000,0.000000
17077,0.000000,0.000000,0.922248,4.259764,5.000000,0.000000
17078,0.000000,0.000000,0.768100,2.934848,5.000000,0.000000
17079,0.000000,0.000000,0.635700,2.919248,5.000000,0.000000
17080,0.000000,0.000000,0.523300,2.900038,5.000000,0.000000
17081,0.000000,0.000000,0.428821,2.876453,5.000000,0.000000
17082,0.000000,0.000000,0.350066,2.847596,5.000000,0.000000
17083,0.000000,0.000000,0.284873,2.812437,5.000000,0.000000
17084,0.000000,0.000000,0.231218,2.769823,5.000000,0.000000
17085,0.000000,0.000000,0.187267,2.718497,5.000000,0.000000
17086,0.000000,0.000000,0.151405,2.657143,5.000000,0.000000
17087,0.000000,0.000000,0.122236,2.584460,5.000000,0.000000
17088,0.000000,0.000000,0.000138,2.499272,5.000000,0.000000
17089,0.000000,0.000000,0.000792,2.400671,5.000000,0.000000
17090,0.450000,0.450000,0.004555,2.288183,5.000000,0.000000
17091,0.600000,0.600000,0.026101,2.161953,5.000000,0.000000
17092,0.450000,0.450000,0.146561,2.022896,5.000000,0.000000
17093,0.000000,0.000000,0.740236,1.872796,5.000000,0.000000
17094,0.000000,0.000000,2.500000,1.714293,5.000000,0.000000
17095,-0.700000,-0.700000,4.259764,1.550750,5.025636,0.013599
17096,5.000000,5.000000,4.853439,1.385990,5.051272,0.027199
17097,-1.500000,-1.500000,4.973899,1.223951,5.076909,0.040798
17098,0.000000,0.000000,4.995445,1.068317,5.102545,0.054398
17099,0.000000,0.000000,4.999208,0.922197,5.128181,0.067997
17100,0.500000,0.500000,4.911255,0.787911,5.153817,0.081597
17101,1.400000,1.400000,4.889897,0.666903,5.238841,0.104808
17102,1.600000,1.600000,4.863543,0.559776,5.323866,0.128019
17103,1.650000,1.650000,4.831099,0.466418,5.408890,0.151230
17104,0.700000,0.700000,4.791271,0.386165,5.493914,0.174442
17105,0.200000,0.200000,4.742552,0.317988,5.578938,0.197653
17106,0.000000,0.000000,4.683214,0.260648,5.663962,0.220864
17107,0.000000,0.000000,4.611320,0.212826,5.978961,0.282978
17108,0.000000,0.000000,4.524766,0.173224,6.293961,0.345091
17109,0.000000,0.000000,4.421356,0.140619,6.608960,0.407205
17110,0.000000,0.000000,4.298930,0.113904,6.923959,0.469318
17111,0.000000,0.000000,4.155549,0.092100,7.238958,0.531431
17112,0.000000,0.000000,3.989736,0.074363,7.553957,0.593545
17113,0.000000,0.000000,3.800760,0.059971,8.294964,0.755463
17114,0.000000,0.000000,3.588938,0.026101,9.035972,0.917381
17115,0.000000,0.000000,3.355885,0.146561,9.776979,1.079299
17116,0.000000,0.000000,3.104669,0.740236,10.517986,1.241218
17117,0.000000,0.000000,2.839776,2.500000,11.258993,1.403136
17118,0.000000,0.000000,2.566876,4.259764,12.000000,1.565054
17119,0.000000,0.000000,2.292371,4.853439,12.741007,1.959828
17120,0.000000,0.000000,2.022817,4.995445,13.482014,2.354601
17121,0.000000,0.000000,1.764305,4.973899,14.223021,2.749375
17122,0.000000,0.000000,1.521942,4.853439,14.964028,3.144149
17123,0.000000,0.000000,1.299502,4.259764,15.705036,3.538923
17124,0.000000,0.000000,1.099297,2.934848,16.446043,3.933696
17125,0.000000,0.000000,0.922248,2.919248,16.761042,4.757258
17126,0.000000,0.000000,0.768100,2.900038,17.076041,5.580820
17127,0.000000,0.000000,0.635700,2.876453,17.391040,6.404382
17128,0.000000,0.000000,0.523300,2.847596,17.706039,7.227943
17129,0.000000,0.000000,0.428821,2.812437,18.021039,8.051505
17130,0.000000,0.000000,0.350066,2.769823,18.336038,8.875067
17131,0.000000,0.000000,0.284873,2.718497,18.421062,10.145889
17132,0.000000,0.000000,0.231218,2.657143,18.506086,11.416711
17133,0.000000,0.000000,0.187267,2.584460,18.591110,12.687533
17134,0.000000,0.000000,0.151405,2.499272,18.676134,13.958356
17135,0.000000,0.000000,0.122236,2.400671,18.761159,15.229178
17136,0.000000,0.000000,0.000138,2.288183,18.846183,16.500000
17137,0.000000,0.000000,0.000792,2.161953,18.866050,17.770822
17138,0.450000,0.450000,0.004555,2.022896,18.885916,19.041644
17139,0.600000,0.600000,0.026101,1.872796,18.905783,20.312467
17140,0.450000,0.450000,0.146561,1.714293,18.925650,21.583289
17141,0.000000,0.000000,0.740236,1.550750,18.945517,22.854111
17142,0.000000,0.000000,2.500000,1.385990,18.965383,24.124933
17143,-0.700000,-0.700000,4.259764,1.223951,18.969863,24.948495
17144,5.000000,5.000000,4.853439,1.068317,18.974343,25.772057
17145,-1.500000,-1.500000,4.973899,0.922197,18.978822,26.595618
17146,0.000000,0.000000,4.995445,0.787911,18.983302,27.419180
17147,0.000000,0.000000,4.999208,0.666903,18.987781,28.242742
17148,0.500000,0.500000,4.911255,0.559776,18.992261,29.066304
17149,1.400000,1.400000,4.889897,0.466418,18.993263,29.461077
17150,1.600000,1.600000,4.863543,0.386165,18.994265,29.855851
17151,1.650000,1.650000,4.831099,0.317988,18.995267,30.250625
17152,0.700000,0.700000,4.791271,0.260648,18.996269,30.645399
17153,0.200000,0.200000,4.742552,0.212826,18.997271,31.040172
17154,0.000000,0.000000,4.683214,0.173224,18.998272,31.434946
17155,0.000000,0.000000,4.611320,0.140619,18.998496,31.596864
17156,0.000000,0.000000,4.524766,0.113904,18.998720,31.758782
17157,0.000000,0.000000,4.421356,0.092100,18.998943,31.920701
17158,0.000000,0.000000,4.298930,0.074363,18.999167,32.082619
17159,0.000000,0.000000,4.155549,0.059971,18.999391,32.244537
17160,0.000000,0.000000,3.989736,0.026101,18.999615,32.406455
17161,0.000000,0.000000,3.800760,0.146561,18.999664,32.468569
17162,0.000000,0.000000,3.588938,0.740236,18.999714,32.530682
17163,0.000000,0.000000,3.355885,2.500000,18.999764,32.592795
17164,0.000000,0.000000,3.104669,4.259764,18.999814,32.654909
17165,0.000000,0.000000,2.839776,4.853439,18.999864,32.717022
17166,0.000000,0.000000,2.566876,4.995445,18.999914,32.779136
17167,0.000000,0.000000,2.292371,4.973899,18.999928,32.815947
17168,0.000000,0.000000,2.022817,4.853439,18.999943,32.852757
17169,0.000000,0.000000,1.764305,4.259764,18.999957,32.889568
17170,0.000000,0.000000,1.521942,2.934848,18.999971,32.926379
17171,0.000000,0.000000,1.299502,2.919248,18.999986,32.963189
17172,0.000000,0.000000,1.099297,2.900038,19.000000,33.000000
17173,0.000000,0.000000,0.922248,2.876453,19.000000,33.031250
17174,0.000000,0.000000,0.768100,2.847596,19.000000,33.062500
17175,0.000000,0.000000,0.635700,2.812437,19.000000,33.093750
17176,0.000000,0.000000,0.523300,2.769823,19.000000,33.125000
17177,0.000000,0.000000,0.428821,2.718497,19.000000,33.156250
17178,0.000000,0.000000,0.350066,2.657143,19.000000,33.187500
17179,0.000000,0.000000,0.284873,2.584460,19.000000,33.218750
17180,0.000000,0.000000,0.231218,2.499272,19.000000,33.250000
17181,0.000000,0.000000,0.187267,2.400671,19.000000,33.281250
17182,0.000000,0.000000,0.151405,2.288183,19.000000,33.312500
17183,0.000000,0.000000,0.122236,2.161953,19.000000,33.343750
17184,0.000000,0.000000,0.000138,2.022896,19.000000,33.375000
17185,0.000000,0.000000,0.000792,1.872796,19.000000,33.406250
17186,0.450000,0.450000,0.004555,1.714293,19.000000,33.437500
17187,0.600000,0.600000,0.026101,1.550750,19.000000,33.468750
17188,0.450000,0.450000,0.146561,1.385990,19.000000,33.500000
17189,0.000000,0.000000,0.740236,1.223951,19.000000,33.531250
17190,0.000000,0.000000,2.500000,1.068317,19.000000,33.562500
17191,-0.700000,-0.700000,4.259764,0.922197,19.000000,33.593750
17192,5.000000,5.000000,4.853439,0.787911,19.000000,33.625000
17193,-1.500000,-1.500000,4.973899,0.666903,19.000000,33.656250
17194,0.000000,0.000000,4.995445,0.559776,19.000000,33.687500
17195,0.000000,0.000000,4.999208,0.466418,19.000000,33.718750
17196,0.500000,0.500000,4.911255,0.386165,19.000000,33.750000
17197,1.400000,1.400000,4.889897,0.317988,19.000000,33.781250
17198,1.600000,1.600000,4.863543,0.260648,19.000000,33.812500
17199,1.650000,1.650000,4.831099,0.212826,19.000000,33.843750
17200,0.700000,0.700000,4.791271,0.173224,19.000000,33.875000
17201,0.200000,0.200000,4.742552,0.140619,19.000000,33.906250
17202,0.000000,0.000000,4.683214,0.113904,19.000000,33.937500
17203,0.000000,0.000000,4.611320,0.092100,18.974364,33.968750
17204,0.000000,0.000000,4.524766,0.074363,18.948728,34.000000
17205,0.000000,0.000000,4.421356,0.059971,18.923091,34.031250
17206,0.000000,0.000000,4.298930,0.026101,18.897455,34.062500
17207,0.000000,0.000000,4.155549,0.146561,18.871819,34.093750
17208,0.000000,0.000000,3.989736,0.740236,18.846183,34.125000
17209,0.000000,0.000000,3.800760,2.500000,18.761159,34.156250
17210,0.000000,0.000000,3.588938,4.259764,18.676134,34.187500
17211,0.000000,0.000000,3.355885,4.853439,18.591110,34.218750
17212,0.000000,0.000000,3.104669,4.995445,18.506086,34.250000
17213,0.000000,0.000000,2.839776,4.973899,18.421062,34.281250
17214,0.000000,0.000000,2.566876,4.853439,18.336038,34.312500
17215,0.000000,0.000000,2.292371,4.259764,18.021039,34.343750
17216,0.000000,0.000000,2.022817,2.934848,17.706039,34.375000
17217,0.000000,0.000000,1.764305,2.919248,17.391040,34.406250
17218,0.000000,0.000000,1.521942,2.900038,17.076041,34.437500
17219,0.000000,0.000000,1.299502,2.876453,16.761042,34.468750
17220,0.000000,0.000000,1.099297,2.847596,16.446043,34.500000
17221,0.000000,0.000000,0.922248,2.812437,15.705036,34.531250
17222,0.000000,0.000000,0.768100,2.769823,14.964028,34.562500
17223,0.000000,0.000000,0.635700,2.718497,14.223021,34.593750
17224,0.000000,0.000000,0.523300,2.657143,13.482014,34.625000
17225,0.000000,0.000000,0.428821,2.584460,12.741007,34.656250
17226,0.000000,0.000000,0.350066,2.499272,12.000000,34.687500
17227,0.000000,0.000000,0.284873,2.400671,11.258993,34.718750
17228,0.000000,0.000000,0.231218,2.288183,10.517986,34.750000
17229,0.000000,0.000000,0.187267,2.161953,9.776979,34.781250
17230,0.000000,0.000000,0.151405,2.022896,9.035972,34.812500
17231,0.000000,0.000000,0.122236,1.872796,8.294964,34.843750
17232,0.000000,0.000000,0.000138,1.714293,7.553957,34.875000
17233,0.000000,0.000000,0.000792,1.550750,7.238958,34.906250
17234,0.450000,0.450000,0.004555,1.385990,6.923959,34.937500
17235,0.600000,0.600000,0.026101,1.223951,6.608960,34.968750
17236,0.450000,0.450000,0.146561,1.068317,6.293961,35.000000
17237,0.000000,0.000000,0.740236,0.922197,5.978961,35.031250
17238,0.000000,0.000000,2.500000,0.787911,5.663962,35.062500
17239,-0.700000,-0.700000,4.259764,0.666903,5.578938,35.093750
17240,5.000000,5.000000,4.853439,0.559776,5.493914,35.125000
17241,-1.500000,-1.500000,4.973899,0.466418,5.408890,35.156250
17242,0.000000,0.000000,4.995445,0.386165,5.323866,35.187500
17243,0.000000,0.000000,4.999208,0.317988,5.238841,35.218750
17244,0.500000,0.500000,4.911255,0.260648,5.153817,35.250000
17245,1.400000,1.400000,4.889897,0.212826,5.133950,35.281250
17246,1.600000,1.600000,4.863543,0.173224,5.114084,35.312500
17247,1.650000,1.650000,4.831099,0.140619,5.094217,35.343750
17248,0.700000,0.700000,4.791271,0.113904,5.074350,35.375000
17249,0.200000,0.200000,4.742552,0.092100,5.054483,35.406250
17250,0.000000,0.000000,4.683214,0.074363,5.034617,35.437500
17251,0.000000,0.000000,4.611320,0.059971,5.030137,35.468750
17252,0.000000,0.000000,4.524766,0.026101,5.025657,35.500000
17253,0.000000,0.000000,4.421356,0.146561,5.021178,35.531250
17254,0.000000,0.000000,4.298930,0.740236,5.016698,35.562500
17255,0.000000,0.000000,4.155549,2.500000,5.012219,35.593750
17256,0.000000,0.000000,3.989736,4.259764,5.007739,35.625000
17257,0.000000,0.000000,3.800760,4.853439,5.006737,35.656250
17258,0.000000,0.000000,3.588938,4.995445,5.005735,35.687500
17259,0.000000,0.000000,3.355885,4.973899,5.004733,35.718750
17260,0.000000,0.000000,3.104669,4.853439,5.003731,35.750000
17261,0.000000,0.000000,2.839776,4.259764,5.002729,35.781250
17262,0.000000,0.000000,2.566876,2.934848,5.001728,35.812500
17263,0.000000,0.000000,2.292371,2.919248,5.001504,35.667877
17264,0.000000,0.000000,2.022817,2.900038,5.001280,35.523253
17265,0.000000,0.000000,1.764305,2.876453,5.001057,35.378630
17266,0.000000,0.000000,1.521942,2.847596,5.000833,35.234006
17267,0.000000,0.000000,1.299502,2.812437,5.000609,35.089383
17268,0.000000,0.000000,1.099297,2.769823,5.000385,34.944760
17269,0.000000,0.000000,0.922248,2.718497,5.000336,34.232350
17270,0.000000,0.000000,0.768100,2.657143,5.000286,33.519940
17271,0.000000,0.000000,0.635700,2.584460,5.000236,32.807530
17272,0.000000,0.000000,0.523300,2.499272,5.000186,32.095120
17273,0.000000,0.000000,0.428821,2.400671,5.000136,31.382711
17274,0.000000,0.000000,0.350066,2.288183,5.000086,30.670301
17275,0.000000,0.000000,0.284873,2.161953,5.000075,28.558584
17276,0.000000,0.000000,0.231218,2.022896,5.000064,26.446867
17277,0.000000,0.000000,0.187267,1.872796,5.000053,24.335150
17278,0.000000,0.000000,0.151405,1.714293,5.000041,22.223434
17279,0.000000,0.000000,0.122236,1.550750,5.000030,20.111717
17280,0.000000,0.000000,0.000138,1.385990,5.000019,18.000000
17281,0.000000,0.000000,0.000792,1.223951,5.000017,15.888283
17282,0.450000,0.450000,0.004555,1.068317,5.000014,13.776566
17283,0.600000,0.600000,0.026101,0.922197,5.000012,11.664850
17284,0.450000,0.450000,0.146561,0.787911,5.000009,9.553133
17285,0.000000,0.000000,0.740236,0.666903,5.000007,7.441416
17286,0.000000,0.000000,2.500000,0.559776,5.000004,5.329699
17287,-0.700000,-0.700000,4.259764,0.466418,5.000004,4.617289
17288,5.000000,5.000000,4.853439,0.386165,5.000003,3.904880
17289,-1.500000,-1.500000,4.973899,0.317988,5.000003,3.192470
17290,0.000000,0.000000,4.995445,0.260648,5.000002,2.480060
17291,0.000000,0.000000,4.999208,0.212826,5.000002,1.767650
17292,0.500000,0.500000,4.911255,0.173224,5.000001,1.055240
17293,1.400000,1.400000,4.889897,0.140619,5.000001,0.910688
17294,1.600000,1.600000,4.863543,0.113904,5.000001,0.766135
17295,1.650000,1.650000,4.831099,0.092100,5.000001,0.621582
17296,0.700000,0.700000,4.791271,0.074363,5.000000,0.477030
17297,0.200000,0.200000,4.742552,0.059971,5.000000,0.332477
17298,0.000000,0.000000,4.683214,0.026101,5.000000,0.187925
17299,0.000000,0.000000,4.611320,0.146561,5.000000,0.162070
17300,0.000000,0.000000,4.524766,0.740236,5.000000,0.136216
17301,0.000000,0.000000,4.421356,2.500000,5.000000,0.110361
17302,0.000000,0.000000,4.298930,4.259764,5.000000,0.084507
17303,0.000000,0.000000,4.155549,4.853439,5.000000,0.058652
17304,0.000000,0.000000,3.989736,4.995445,5.000000,0.032798
17305,0.000000,0.000000,3.800760,4.973899,5.000000,0.028282
17306,0.000000,0.000000,3.588938,4.853439,5.000000,0.023766
17307,0.000000,0.000000,3.355885,4.259764,5.000000,0.019251
17308,0.000000,0.000000,3.104669,2.934848,5.000000,0.014735
17309,0.000000,0.000000,2.839776,2.919248,5.000000,0.010219
17310,0.000000,0.000000,2.566876,2.900038,5.000000,0.005704
17311,0.000000,0.000000,2.292371,2.876453,5.000000,0.004918
17312,0.000000,0.000000,2.022817,2.847596,5.000000,0.004133
17313,0.000000,0.000000,1.764305,2.812437,5.000000,0.003347
17314,0.000000,0.000000,1.521942,2.769823,5.000000,0.002562
17315,0.000000,0.000000,1.299502,2.718497,5.000000,0.001777
17316,0.000000,0.000000,1.099297,2.657143,5.000000,0.000991
17317,0.000000,0.000000,0.922248,2.584460,5.000000,0.000855
17318,0.000000,0.000000,0.768100,2.499272,5.000000,0.000718
17319,0.000000,0.000000,0.635700,2.400671,5.000000,0.000582
17320,0.000000,0.000000,0.523300,2.288183,5.000000,0.000445
17321,0.000000,0.000000,0.428821,2.161953,5.000000,0.000309
17322,0.000000,0.000000,0.350066,2.022896,5.000000,0.000172
17323,0.000000,0.000000,0.284873,1.872796,5.000000,0.000149
17324,0.000000,0.000000,0.231218,1.714293,5.000000,0.000125
17325,0.000000,0.000000,0.187267,1.550750,5.000000,0.000101
17326,0.000000,0.000000,0.151405,1.385990,5.000000,0.000077
17327,0.000000,0.000000,0.122236,1.223951,5.000000,0.000054
17328,0.000000,0.000000,0.000138,1.068317,5.000000,0.000030
17329,0.000000,0.000000,0.000792,0.922197,5.000000,0.000026
17330,0.450000,0.450000,0.004555,0.787911,5.000000,0.000022
17331,0.600000,0.600000,0.026101,0.666903,5.000000,0.000018
17332,0.450000,0.450000,0.146561,0.559776,5.000000,0.000013
17333,0.000000,0.000000,0.740236,0.466418,5.000000,0.000009
17334,0.000000,0.000000,2.500000,0.386165,5.000000,0.000005
17335,-0.700000,-0.700000,4.259764,0.317988,5.000000,0.000004
17336,5.000000,5.000000,4.853439,0.260648,5.000000,0.000004
17337,-1.500000,-1.500000,4.973899,0.212826,5.000000,0.000003
17338,0.000000,0.000000,4.995445,0.173224,5.000000,0.000002
17339,0.000000,0.000000,4.999208,0.140619,5.000000,0.000002
17340,0.500000,0.500000,4.911255,0.113904,5.000000,0.000001
17341,1.400000,1.400000,4.889897,0.092100,5.000000,0.000001
17342,1.600000,1.600000,4.863543,0.074363,5.000000,0.000001
17343,1.650000,1.650000,4.831099,0.059971,5.000000,0.000001
17344,0.700000,0.700000,4.791271,0.026101,5.000000,0.000000
17345,0.200000,0.200000,4.742552,0.146561,5.000000,0.000000
17346,0.000000,0.000000,4.683214,0.740236,5.000000,0.000000
17347,0.000000,0.000000,4.611320,2.500000,5.000000,0.000000
17348,0.000000,0.000000,4.524766,4.259764,5.000000,0.000000
17349,0.000000,0.000000,4.421356,4.853439,5.000000,0.000000
17350,0.000000,0.000000,4.298930,4.995445,5.000000,0.000000
17351,0.000000,0.000000,4.155549,4.973899,5.000000,0.000000
17352,0.000000,0.000000,3.989736,4.853439,5.000000,0.000000
17353,0.000000,0.000000,3.800760,4.259764,5.000000,0.000000
17354,0.000000,0.000000,3.588938,2.934848,5.000000,0.000000
17355,0.000000,0.000000,3.355885,2.919248,5.000000,0.000000
17356,0.000000,0.000000,3.104669,2.900038,5.000000,0.000000
17357,0.000000,0.000000,2.839776,2.876453,5.000000,0.000000
17358,0.000000,0.000000,2.566876,2.847596,5.000000,0.000000
17359,0.000000,0.000000,2.292371,2.812437,5.000000,0.000000
17360,0.000000,0.000000,2.022817,2.769823,5.000000,0.000000
17361,0.000000,0.000000,1.764305,2.718497,5.000000,0.000000
17362,0.000000,0.000000,1.521942,2.657143,5.000000,0.000000
17363,0.000000,0.000000,1.299502,2.584460,5.000000,0.000000
17364,0.000000,0.000000,1.099297,2.499272,5.000000,0.000000
17365,0.000000,0.000000,0.922248,2.400671,5.000000,0.000000
17366,0.000000,0.000000,0.768100,2.288183,5.000000,0.000000
17367,0.000000,0.000000,0.635700,2.161953,5.000000,0.000000
17368,0.000000,0.000000,0.523300,2.022896,5.000000,0.000000
17369,0.000000,0.000000,0.428821,1.872796,5.000000,0.000000
17370,0.000000,0.000000,0.350066,1.714293,5.000000,0.000000
17371,0.000000,0.000000,0.284873,1.550750,5.000000,0.000000
17372,0.000000,0.000000,0.231218,1.385990,5.000000,0.000000
17373,0.000000,0.000000,0.187267,1.223951,5.000000,0.000000
17374,0.000000,0.000000,0.151405,1.068317,5.000000,0.000000
17375,0.000000,0.000000,0.122236,0.922197,5.000000,0.000000
17376,0.000000,0.000000,0.000138,0.787911,5.000000,0.000000
17377,0.000000,0.000000,0.000792,0.666903,5.000000,0.000000
17378,0.450000,0.450000,0.004555,0.559776,5.000000,0.000000
17379,0.600000,0.600000,0.026101,0.466418,5.000000,0.000000
17380,0.450000,0.450000,0.146561,0.386165,5.000000,0.000000
17381,0.000000,0.000000,0.740236,0.317988,5.000000,0.000000
17382,0.000000,0.000000,2.500000,0.260648,5.000000,0.000000
17383,-0.700000,-0.700000,4.259764,0.212826,5.000000,0.000000
17384,5.000000,5.000000,4.853439,0.173224,5.000000,0.000000
17385,-1.500000,-1.500000,4.973899,0.140619,5.000000,0.000000
17386,0.000000,0.000000,4.995445,0.113904,5.000000,0.000000
17387,0.000000,0.000000,4.999208,0.092100,5.000000,0.000000
17388,0.500000,0.500000,4.911255,0.074363,5.000000,0.000000
17389,1.400000,1.400000,4.889897,0.059971,5.000000,0.000000
17390,1.600000,1.600000,4.863543,0.026101,5.000000,0.000000
17391,1.650000,1.650000,4.831099,0.146561,5.000000,0.000000
17392,0.700000,0.700000,4.791271,0.740236,5.000000,0.000000
17393,0.200000,0.200000,4.742552,2.500000,5.000000,0.000000
17394,0.000000,0.000000,4.683214,4.259764,5.000000,0.000000
17395,0.000000,0.000000,4.611320,4.853439,5.025636,0.013599
17396,0.000000,0.000000,4.524766,4.995445,5.051272,0.027199
17397,0.000000,0.000000,4.421356,4.973899,5.076909,0.040798
17398,0.000000,0.000000,4.298930,4.853439,5.102545,0.054398
17399,0.000000,0.000000,4.155549,4.259764,5.128181,0.067997
17400,0.000000,0.000000,3.989736,2.934848,5.153817,0.081597
17401,0.000000,0.000000,3.800760,2.919248,5.238841,0.104808
17402,0.000000,0.000000,3.588938,2.900038,5.323866,0.128019
17403,0.000000,0.000000,3.355885,2.876453,5.408890,0.151230
17404,0.000000,0.000000,3.104669,2.847596,5.493914,0.174442
17405,0.000000,0.000000,2.839776,2.812437,5.578938,0.197653
17406,0.000000,0.000000,2.566876,2.769823,5.663962,0.220864
17407,0.000000,0.000000,2.292371,2.718497,5.978961,0.282978
17408,0.000000,0.000000,2.022817,2.657143,6.293961,0.345091
17409,0.000000,0.000000,1.764305,2.584460,6.608960,0.407205
17410,0.000000,0.000000,1.521942,2.499272,6.923959,0.469318
17411,0.000000,0.000000,1.299502,2.400671,7.238958,0.531431
17412,0.000000,0.000000,1.099297,2.288183,7.553957,0.593545
17413,0.000000,0.000000,0.922248,2.161953,8.294964,0.755463
17414,0.000000,0.000000,0.768100,2.022896,9.035972,0.917381
17415,0.000000,0.000000,0.635700,1.872796,9.776979,1.079299
17416,0.000000,0.000000,0.523300,1.714293,10.517986,1.241218
17417,0.000000,0.000000,0.428821,1.550750,11.258993,1.403136
17418,0.000000,0.000000,0.350066,1.385990,12.000000,1.565054
17419,0.000000,0.000000,0.284873,1.223951,12.741007,1.959828
17420,0.000000,0.000000,0.231218,1.068317,13.482014,2.354601
17421,0.000000,0.000000,0.187267,0.922197,14.223021,2.749375
17422,0.000000,0.000000,0.151405,0.787911,14.964028,3.144149
17423,0.000000,0.000000,0.122236,0.666903,15.705036,3.538923
17424,0.000000,0.000000,0.000138,0.559776,16.446043,3.933696
17425,0.000000,0.000000,0.000792,0.466418,16.761042,4.757258
17426,0.450000,0.450000,0.004555,0.386165,17.076041,5.580820
17427,0.600000,0.600000,0.026101,0.317988,17.391040,6.404382
17428,0.450000,0.450000,0.146561,0.260648,17.706039,7.227943
17429,0.000000,0.000000,0.740236,0.212826,18.021039,8.051505
17430,0.000000,0.000000,2.500000,0.173224,18.336038,8.875067
17431,-0.700000,-0.700000,4.259764,0.140619,18.421062,10.145889
17432,5.000000,5.000000,4.853439,0.113904,18.506086,11.416711
17433,-1.500000,-1.500000,4.973899,0.092100,18.591110,12.687533
17434,0.000000,0.000000,4.995445,0.074363,18.676134,13.958356
17435,0.000000,0.000000,4.999208,0.059971,18.761159,15.229178
17436,0.500000,0.500000,4.911255,0.026101,18.846183,16.500000
17437,1.400000,1.400000,4.889897,0.146561,18.866050,17.770822
17438,1.600000,1.600000,4.863543,0.740236,18.885916,19.041644
17439,1.650000,1.650000,4.831099,2.500000,18.905783,20.312467
17440,0.700000,0.700000,4.791271,4.259764,18.925650,21.583289
17441,0.200000,0.200000,4.742552,4.853439,18.945517,22.854111
17442,0.000000,0.000000,4.683214,4.995445,18.965383,24.124933
17443,0.000000,0.000000,4.611320,4.973899,18.969863,24.948495
17444,0.000000,0.000000,4.524766,4.853439,18.974343,25.772057
