date,II,V5,SpO2,Art,BP,ETCO2,QRS,ST,QT,PR,SystBP,DiasBP,MAP
4292,0,0,2.5,2.579358,18,34.625,0.11,0.017,0.42,0.17,97,80,85.666667
4293,-0.7,-0.7,4.259764,2.49333,18,34.65625,0.11,0.017,0.42,0.17,97,80,85.666667
4294,5,5,4.853439,2.393842,18,34.6875,0.11,0.017,0.42,0.17,97,80,85.666667
4295,-1.5,-1.5,4.973899,2.280456,18,34.71875,0.11,0.017,0.42,0.17,97,80,85.666667
4296,0,0,4.995445,2.153363,18,34.75,0.11,0.017,0.42,0.17,97,80,85.666667
4297,0,0,4.999208,2.013531,18,34.78125,0.11,0.017,0.42,0.17,97,80,85.666667
4298,0.5,0.5,4.915922,1.862801,18,34.8125,0.11,0.017,0.42,0.17,97,80,85.666667
4299,1.4,1.4,4.895664,1.703866,18,34.84375,0.11,0.017,0.42,0.17,97,80,85.666667
4300,1.6,1.6,4.870654,1.540126,18,34.875,0.11,0.017,0.42,0.17,97,80,85.666667
4301,1.65,1.65,4.839845,1.375423,18,34.90625,0.11,0.017,0.42,0.17,97,80,85.666667
4302,0.7,0.7,4.801995,1.21369,18,34.9375,0.11,0.017,0.42,0.17,97,80,85.666667
4303,0.2,0.2,4.755651,1.058583,17.976195,34.96875,0.11,0.017,0.42,0.17,97,80,85.666667
4304,0,0,4.699141,0.913165,17.95239,35,0.11,0.017,0.42,0.17,97,80,85.666667
4305,0,0,4.630577,0.779701,17.928585,35.03125,0.11,0.017,0.42,0.17,97,80,85.666667
4306,0,0,4.54789,0.659578,17.90478,35.0625,0.11,0.017,0.42,0.17,97,80,85.666667
4307,0,0,4.448899,0.553349,17.880975,35.09375,0.11,0.017,0.42,0.17,97,80,85.666667
4308,0,0,4.331419,0.46086,17.85717,35.125,0.11,0.017,0.42,0.17,97,80,85.666667
4309,0,0,4.193436,0.38142,17.778219,35.15625,0.11,0.017,0.42,0.17,97,80,85.666667
4310,0,0,4.033332,0.31398,17.699268,35.1875,0.11,0.017,0.42,0.17,97,80,85.666667
4311,0,0,3.850161,0.257293,17.620317,35.21875,0.11,0.017,0.42,0.17,97,80,85.666667
4312,0,0,3.643951,0.21004,17.541366,35.25,0.11,0.017,0.42,0.17,97,80,85.666667
4313,0,0,3.415974,0.170924,17.462415,35.28125,0.11,0.017,0.42,0.17,97,80,85.666667
4314,0,0,3.16893,0.138731,17.383464,35.3125,0.11,0.017,0.42,0.17,97,80,85.666667
4315,0,0,2.906963,0.11236,17.090964,35.34375,0.11,0.017,0.42,0.17,97,80,85.666667
4316,0,0,2.635484,0.090843,16.798465,35.375,0.11,0.017,0.42,0.17,97,80,85.666667
4317,0,0,2.360761,0.073342,16.505966,35.40625,0.11,0.017,0.42,0.17,97,80,85.666667
4318,0,0,2.08937,0.059144,16.213467,35.4375,0.11,0.017,0.42,0.17,97,80,85.666667
4319,0,0,1.827574,0.047649,15.920967,35.46875,0.11,0.017,0.42,0.17,97,80,85.666667
4320,0,0,1.580766,0.026101,15.628468,35.5,0.11,0.006,0.37,0.17,111,68,82.333333
4321,0,0,1.353073,0.146561,14.94039,35.53125,0.11,0.006,0.37,0.17,111,68,82.333333
4322,0,0,1.147173,0.740236,14.252312,35.5625,0.11,0.006,0.37,0.17,111,68,82.333333
4323,0,0,0.96432,2.5,13.564234,35.59375,0.11,0.006,0.37,0.17,111,68,82.333333
4324,0,0,0.804527,4.259764,12.876156,35.625,0.11,0.006,0.37,0.17,111,68,82.333333
4325,0,0,0.666837,4.853439,12.188078,35.65625,0.11,0.006,0.37,0.17,111,68,82.333333
4326,0,0,0.549625,4.995445,11.5,35.6875,0.11,0.006,0.37,0.17,111,68,82.333333
4327,0,0,0.450872,4.973899,10.811922,35.71875,0.11,0.006,0.37,0.17,111,68,82.333333
4328,0,0,0.368394,4.853439,10.123844,35.75,0.11,0.006,0.37,0.17,111,68,82.333333
4329,0,0,0.300008,4.259764,9.435766,35.78125,0.11,0.006,0.37,0.17,111,68,82.333333
4330,0,0,0.243649,2.946753,8.747688,35.8125,0.11,0.006,0.37,0.17,111,68,82.333333
4331,0,0,0.197433,2.933938,8.05961,35.84375,0.11,0.006,0.37,0.17,111,68,82.333333
4332,0,0,0.159689,2.918126,7.371532,35.875,0.11,0.006,0.37,0.17,111,68,82.333333
4333,0,0,0.128967,2.898659,7.079033,35.90625,0.11,0.006,0.37,0.17,111,68,82.333333
4334,0,0,0.104028,2.874763,6.786533,35.9375,0.11,0.006,0.37,0.17,111,68,82.333333
4335,0,0,0.000138,2.845531,6.494034,35.96875,0.11,0.006,0.37,0.17,111,68,82.333333
4336,0,0,0.000792,2.809928,6.201535,36,0.11,0.006,0.37,0.17,111,68,82.333333
4337,0.45,0.45,0.004555,2.766792,5.909036,36.03125,0.11,0.006,0.37,0.17,111,68,82.333333
4338,0.6,0.6,0.026101,2.71486,5.616536,36.0625,0.11,0.006,0.37,0.17,111,68,82.333333
4339,0.45,0.45,0.146561,2.652813,5.537585,36.09375,0.11,0.006,0.37,0.17,111,68,82.333333
4340,0,0,0.740236,2.579358,5.458634,36.125,0.11,0.006,0.37,0.17,111,68,82.333333
4341,0,0,2.5,2.49333,5.379683,36.15625,0.11,0.006,0.37,0.17,111,68,82.333333
4342,-0.7,-0.7,4.259764,2.393842,5.300732,36.1875,0.11,0.006,0.37,0.17,111,68,82.333333
4343,5,5,4.853439,2.280456,5.221781,36.21875,0.11,0.006,0.37,0.17,111,68,82.333333
4344,-1.5,-1.5,4.973899,2.153363,5.14283,36.25,0.11,0.006,0.37,0.17,111,68,82.333333
4345,0,0,4.995445,2.013531,5.124383,36.28125,0.11,0.006,0.37,0.17,111,68,82.333333
4346,0,0,4.999208,1.862801,5.105935,36.3125,0.11,0.006,0.37,0.17,111,68,82.333333
4347,0.5,0.5,4.915922,1.703866,5.087487,36.34375,0.11,0.006,0.37,0.17,111,68,82.333333
4348,1.4,1.4,4.895664,1.540126,5.069039,36.375,0.11,0.006,0.37,0.17,111,68,82.333333
4349,1.6,1.6,4.870654,1.375423,5.050592,36.40625,0.11,0.006,0.37,0.17,111,68,82.333333
4350,1.65,1.65,4.839845,1.21369,5.032144,36.4375,0.11,0.006,0.37,0.17,111,68,82.333333
4351,0.7,0.7,4.801995,1.058583,5.027984,36.46875,0.11,0.006,0.37,0.17,111,68,82.333333
4352,0.2,0.2,4.755651,0.913165,5.023825,36.5,0.11,0.006,0.37,0.17,111,68,82.333333
4353,0,0,4.699141,0.779701,5.019665,36.53125,0.11,0.006,0.37,0.17,111,68,82.333333
4354,0,0,4.630577,0.659578,5.015505,36.5625,0.11,0.006,0.37,0.17,111,68,82.333333
4355,0,0,4.54789,0.553349,5.011346,36.59375,0.11,0.006,0.37,0.17,111,68,82.333333
4356,0,0,4.448899,0.46086,5.007186,36.625,0.11,0.006,0.37,0.17,111,68,82.333333
4357,0,0,4.331419,0.38142,5.006256,36.65625,0.11,0.006,0.37,0.17,111,68,82.333333
4358,0,0,4.193436,0.31398,5.005325,36.6875,0.11,0.006,0.37,0.17,111,68,82.333333
4359,0,0,4.033332,0.257293,5.004395,36.71875,0.11,0.006,0.37,0.17,111,68,82.333333
4360,0,0,3.850161,0.21004,5.003465,36.75,0.11,0.006,0.37,0.17,111,68,82.333333
4361,0,0,3.643951,0.170924,5.002534,36.78125,0.11,0.006,0.37,0.17,111,68,82.333333
4362,0,0,3.415974,0.138731,5.001604,36.8125,0.11,0.006,0.37,0.17,111,68,82.333333
4363,0,0,3.16893,0.11236,5.001396,36.662991,0.11,0.006,0.37,0.17,111,68,82.333333
4364,0,0,2.906963,0.090843,5.001189,36.513482,0.11,0.006,0.37,0.17,111,68,82.333333
4365,0,0,2.635484,0.073342,5.000981,36.363974,0.11,0.006,0.37,0.17,111,68,82.333333
4366,0,0,2.360761,0.059144,5.000773,36.214465,0.11,0.006,0.37,0.17,111,68,82.333333
4367,0,0,2.08937,0.047649,5.000566,36.064956,0.11,0.006,0.37,0.17,111,68,82.333333
4368,0,0,1.827574,0.026101,5.000358,35.915447,0.11,0.006,0.37,0.17,111,68,82.333333
4369,0,0,1.580766,0.146561,5.000312,35.183248,0.11,0.006,0.37,0.17,111,68,82.333333
4370,0,0,1.353073,0.740236,5.000265,34.45105,0.11,0.006,0.37,0.17,111,68,82.333333
4371,0,0,1.147173,2.5,5.000219,33.718851,0.11,0.006,0.37,0.17,111,68,82.333333
4372,0,0,0.96432,4.259764,5.000173,32.986652,0.11,0.006,0.37,0.17,111,68,82.333333
4373,0,0,0.804527,4.853439,5.000126,32.254453,0.11,0.006,0.37,0.17,111,68,82.333333
4374,0,0,0.666837,4.995445,5.00008,31.522254,0.11,0.006,0.37,0.17,111,68,82.333333
4375,0,0,0.549625,4.973899,5.00007,29.351878,0.11,0.006,0.37,0.17,111,68,82.333333
4376,0,0,0.450872,4.853439,5.000059,27.181502,0.11,0.006,0.37,0.17,111,68,82.333333
4377,0,0,0.368394,4.259764,5.000049,25.011127,0.11,0.006,0.37,0.17,111,68,82.333333
4378,0,0,0.300008,2.946753,5.000039,22.840751,0.11,0.006,0.37,0.17,111,68,82.333333
4379,0,0,0.243649,2.933938,5.000028,20.670376,0.11,0.006,0.37,0.17,111,68,82.333333
4380,0,0,0.197433,2.918126,5.000018,18.5,0.1,0.045,0.37,0.2,95,65,75
4381,0,0,0.159689,2.898659,5.000016,16.329624,0.1,0.045,0.37,0.2,95,65,75
4382,0,0,0.128967,2.874763,5.000013,14.159249,0.1,0.045,0.37,0.2,95,65,75
4383,0,0,0.104028,2.845531,5.000011,11.988873,0.1,0.045,0.37,0.2,95,65,75
4384,0,0,0.000138,2.809928,5.000009,9.818498,0.1,0.045,0.37,0.2,95,65,75
4385,0,0,0.000792,2.766792,5.000006,7.648122,0.1,0.045,0.37,0.2,95,65,75
4386,0.45,0.45,0.004555,2.71486,5.000004,5.477746,0.1,0.045,0.37,0.2,95,65,75
4387,0.6,0.6,0.026101,2.652813,5.000003,4.745547,0.1,0.045,0.37,0.2,95,65,75
4388,0.45,0.45,0.146561,2.579358,5.000003,4.013348,0.1,0.045,0.37,0.2,95,65,75
4389,0,0,0.740236,2.49333,5.000002,3.281149,0.1,0.045,0.37,0.2,95,65,75
4390,0,0,2.5,2.393842,5.000002,2.54895,0.1,0.045,0.37,0.2,95,65,75
4391,-0.7,-0.7,4.259764,2.280456,5.000001,1.816752,0.1,0.045,0.37,0.2,95,65,75
4392,5,5,4.853439,2.153363,5.000001,1.084553,0.1,0.045,0.37,0.2,95,65,75
4393,-1.5,-1.5,4.973899,2.013531,5.000001,0.935985,0.1,0.045,0.37,0.2,95,65,75
4394,0,0,4.995445,1.862801,5.000001,0.787417,0.1,0.045,0.37,0.2,95,65,75
4395,0,0,4.999208,1.703866,5.000001,0.638849,0.1,0.045,0.37,0.2,95,65,75
4396,0.5,0.5,4.915922,1.540126,5,0.490281,0.1,0.045,0.37,0.2,95,65,75
4397,1.4,1.4,4.895664,1.375423,5,0.341713,0.1,0.045,0.37,0.2,95,65,75
4398,1.6,1.6,4.870654,1.21369,5,0.193145,0.1,0.045,0.37,0.2,95,65,75
4399,1.65,1.65,4.839845,1.058583,5,0.166572,0.1,0.045,0.37,0.2,95,65,75
4400,0.7,0.7,4.801995,0.913165,5,0.139999,0.1,0.045,0.37,0.2,95,65,75
4401,0.2,0.2,4.755651,0.779701,5,0.113427,0.1,0.045,0.37,0.2,95,65,75
4402,0,0,4.699141,0.659578,5,0.086854,0.1,0.045,0.37,0.2,95,65,75
4403,0,0,4.630577,0.553349,5,0.060282,0.1,0.045,0.37,0.2,95,65,75
4404,0,0,4.54789,0.46086,5,0.033709,0.1,0.045,0.37,0.2,95,65,75
4405,0,0,4.448899,0.38142,5,0.029068,0.1,0.045,0.37,0.2,95,65,75
4406,0,0,4.331419,0.31398,5,0.024427,0.1,0.045,0.37,0.2,95,65,75
4407,0,0,4.193436,0.257293,5,0.019786,0.1,0.045,0.37,0.2,95,65,75
4408,0,0,4.033332,0.21004,5,0.015144,0.1,0.045,0.37,0.2,95,65,75
4409,0,0,3.850161,0.170924,5,0.010503,0.1,0.045,0.37,0.2,95,65,75
4410,0,0,3.643951,0.138731,5,0.005862,0.1,0.045,0.37,0.2,95,65,75
4411,0,0,3.415974,0.11236,5,0.005055,0.1,0.045,0.37,0.2,95,65,75
4412,0,0,3.16893,0.090843,5,0.004248,0.1,0.045,0.37,0.2,95,65,75
4413,0,0,2.906963,0.073342,5,0.00344,0.1,0.045,0.37,0.2,95,65,75
4414,0,0,2.635484,0.059144,5,0.002633,0.1,0.045,0.37,0.2,95,65,75
4415,0,0,2.360761,0.047649,5,0.001826,0.1,0.045,0.37,0.2,95,65,75
4416,0,0,2.08937,0.026101,5,0.001019,0.1,0.045,0.37,0.2,95,65,75
4417,0,0,1.827574,0.146561,5,0.000879,0.1,0.045,0.37,0.2,95,65,75
4418,0,0,1.580766,0.740236,5,0.000738,0.1,0.045,0.37,0.2,95,65,75
4419,0,0,1.353073,2.5,5,0.000598,0.1,0.045,0.37,0.2,95,65,75
4420,0,0,1.147173,4.259764,5,0.000458,0.1,0.045,0.37,0.2,95,65,75
4421,0,0,0.96432,4.853439,5,0.000317,0.1,0.045,0.37,0.2,95,65,75
4422,0,0,0.804527,4.995445,5,0.000177,0.1,0.045,0.37,0.2,95,65,75
4423,0,0,0.666837,4.973899,5,0.000153,0.1,0.045,0.37,0.2,95,65,75
4424,0,0,0.549625,4.853439,5,0.000128,0.1,0.045,0.37,0.2,95,65,75
4425,0,0,0.450872,4.259764,5,0.000104,0.1,0.045,0.37,0.2,95,65,75
4426,0,0,0.368394,2.946753,5,0.00008,0.1,0.045,0.37,0.2,95,65,75
4427,0,0,0.300008,2.933938,5,0.000055,0.1,0.045,0.37,0.2,95,65,75
4428,0,0,0.243649,2.918126,5,0.000031,0.1,0.045,0.37,0.2,95,65,75
4429,0,0,0.197433,2.898659,5,0.000027,0.1,0.045,0.37,0.2,95,65,75
4430,0,0,0.159689,2.874763,5,0.000022,0.1,0.045,0.37,0.2,95,65,75
4431,0,0,0.128967,2.845531,5,0.000018,0.1,0.045,0.37,0.2,95,65,75
4432,0,0,0.104028,2.809928,5,0.000014,0.1,0.045,0.37,0.2,95,65,75
4433,0,0,0.000138,2.766792,5,0.00001,0.1,0.045,0.37,0.2,95,65,75
4434,0,0,0.000792,2.71486,5,0.000005,0.1,0.045,0.37,0.2,95,65,75
4435,0.45,0.45,0.004555,2.652813,5,0.000005,0.1,0.045,0.37,0.2,95,65,75
4436,0.6,0.6,0.026101,2.579358,5,0.000004,0.1,0.045,0.37,0.2,95,65,75
4437,0.45,0.45,0.146561,2.49333,5,0.000003,0.1,0.045,0.37,0.2,95,65,75
4438,0,0,0.740236,2.393842,5,0.000002,0.1,0.045,0.37,0.2,95,65,75
4439,0,0,2.5,2.280456,5,0.000002,0.1,0.045,0.37,0.2,95,65,75
4440,-0.7,-0.7,4.259764,2.153363,5,0.000001,0.13,0.016,0.41,0.18,94,74,80.666667
4441,5,5,4.853439,2.013531,5,0.000001,0.13,0.016,0.41,0.18,94,74,80.666667
4442,-1.5,-1.5,4.973899,1.862801,5,0.000001,0.13,0.016,0.41,0.18,94,74,80.666667
4443,0,0,4.995445,1.703866,5,0.000001,0.13,0.016,0.41,0.18,94,74,80.666667
4444,0,0,4.999208,1.540126,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4445,0.5,0.5,4.915922,1.375423,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4446,1.4,1.4,4.895664,1.21369,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4447,1.6,1.6,4.870654,1.058583,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4448,1.65,1.65,4.839845,0.913165,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4449,0.7,0.7,4.801995,0.779701,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4450,0.2,0.2,4.755651,0.659578,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4451,0,0,4.699141,0.553349,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4452,0,0,4.630577,0.46086,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4453,0,0,4.54789,0.38142,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4454,0,0,4.448899,0.31398,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4455,0,0,4.331419,0.257293,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4456,0,0,4.193436,0.21004,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4457,0,0,4.033332,0.170924,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4458,0,0,3.850161,0.138731,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4459,0,0,3.643951,0.11236,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4460,0,0,3.415974,0.090843,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4461,0,0,3.16893,0.073342,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4462,0,0,2.906963,0.059144,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4463,0,0,2.635484,0.047649,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4464,0,0,2.360761,0.026101,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4465,0,0,2.08937,0.146561,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4466,0,0,1.827574,0.740236,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4467,0,0,1.580766,2.5,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4468,0,0,1.353073,4.259764,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4469,0,0,1.147173,4.853439,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4470,0,0,0.96432,4.995445,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4471,0,0,0.804527,4.973899,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4472,0,0,0.666837,4.853439,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4473,0,0,0.549625,4.259764,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4474,0,0,0.450872,2.946753,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4475,0,0,0.368394,2.933938,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4476,0,0,0.300008,2.918126,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4477,0,0,0.243649,2.898659,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4478,0,0,0.197433,2.874763,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4479,0,0,0.159689,2.845531,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4480,0,0,0.128967,2.809928,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4481,0,0,0.104028,2.766792,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4482,0,0,0.000138,2.71486,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4483,0,0,0.000792,2.652813,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4484,0.45,0.45,0.004555,2.579358,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4485,0.6,0.6,0.026101,2.49333,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4486,0.45,0.45,0.146561,2.393842,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4487,0,0,0.740236,2.280456,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4488,0,0,2.5,2.153363,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4489,-0.7,-0.7,4.259764,2.013531,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4490,5,5,4.853439,1.862801,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4491,-1.5,-1.5,4.973899,1.703866,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4492,0,0,4.995445,1.540126,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4493,0,0,4.999208,1.375423,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4494,0.5,0.5,4.915922,1.21369,5,0,0.13,0.016,0.41,0.18,94,74,80.666667
4495,1.4,1.4,4.895664,1.058583,5.023805,0.014012,0.13,0.016,0.41,0.18,94,74,80.666667
4496,1.6,1.6,4.870654,0.913165,5.04761,0.028023,0.13,0.016,0.41,0.18,94,74,80.666667
4497,1.65,1.65,4.839845,0.779701,5.071415,0.042035,0.13,0.016,0.41,0.18,94,74,80.666667
4498,0.7,0.7,4.801995,0.659578,5.09522,0.056046,0.13,0.016,0.41,0.18,94,74,80.666667
4499,0.2,0.2,4.755651,0.553349,5.119025,0.070058,0.13,0.016,0.41,0.18,94,74,80.666667
4500,0,0,4.699141,0.46086,5.14283,0.084069,0.12,0.149,0.35,0.14,108,78,88
4501,0,0,4.630577,0.38142,5.221781,0.107984,0.12,0.149,0.35,0.14,108,78,88
4502,0,0,4.54789,0.31398,5.300732,0.131898,0.12,0.149,0.35,0.14,108,78,88
4503,0,0,4.448899,0.257293,5.379683,0.155813,0.12,0.149,0.35,0.14,108,78,88
4504,0,0,4.331419,0.21004,5.458634,0.179728,0.12,0.149,0.35,0.14,108,78,88
4505,0,0,4.193436,0.170924,5.537585,0.203642,0.12,0.149,0.35,0.14,108,78,88
4506,0,0,4.033332,0.138731,5.616536,0.227557,0.12,0.149,0.35,0.14,108,78,88
4507,0,0,3.850161,0.11236,5.909036,0.291553,0.12,0.149,0.35,0.14,108,78,88
4508,0,0,3.643951,0.090843,6.201535,0.355548,0.12,0.149,0.35,0.14,108,78,88
4509,0,0,3.415974,0.073342,6.494034,0.419544,0.12,0.149,0.35,0.14,108,78,88
4510,0,0,3.16893,0.059144,6.786533,0.48354,0.12,0.149,0.35,0.14,108,78,88
4511,0,0,2.906963,0.047649,7.079033,0.547535,0.12,0.149,0.35,0.14,108,78,88
4512,0,0,2.635484,0.026101,7.371532,0.611531,0.12,0.149,0.35,0.14,108,78,88
4513,0,0,2.360761,0.146561,8.05961,0.778356,0.12,0.149,0.35,0.14,108,78,88
4514,0,0,2.08937,0.740236,8.747688,0.945181,0.12,0.149,0.35,0.14,108,78,88
4515,0,0,1.827574,2.5,9.435766,1.112005,0.12,0.149,0.35,0.14,108,78,88
4516,0,0,1.580766,4.259764,10.123844,1.27883,0.12,0.149,0.35,0.14,108,78,88
4517,0,0,1.353073,4.853439,10.811922,1.445655,0.12,0.149,0.35,0.14,108,78,88
4518,0,0,1.147173,4.995445,11.5,1.61248,0.12,0.149,0.35,0.14,108,78,88
4519,0,0,0.96432,4.973899,12.188078,2.019216,0.12,0.149,0.35,0.14,108,78,88
4520,0,0,0.804527,4.853439,12.876156,2.425953,0.12,0.149,0.35,0.14,108,78,88
4521,0,0,0.666837,4.259764,13.564234,2.83269,0.12,0.149,0.35,0.14,108,78,88
4522,0,0,0.549625,2.946753,14.252312,3.239426,0.12,0.149,0.35,0.14,108,78,88
4523,0,0,0.450872,2.933938,14.94039,3.646163,0.12,0.149,0.35,0.14,108,78,88
4524,0,0,0.368394,2.918126,15.628468,4.052899,0.12,0.149,0.35,0.14,108,78,88
4525,0,0,0.300008,2.898659,15.920967,4.901418,0.12,0.149,0.35,0.14,108,78,88
4526,0,0,0.243649,2.874763,16.213467,5.749936,0.12,0.149,0.35,0.14,108,78,88
4527,0,0,0.197433,2.845531,16.505966,6.598454,0.12,0.149,0.35,0.14,108,78,88
4528,0,0,0.159689,2.809928,16.798465,7.446972,0.12,0.149,0.35,0.14,108,78,88
4529,0,0,0.128967,2.766792,17.090964,8.29549,0.12,0.149,0.35,0.14,108,78,88
4530,0,0,0.104028,2.71486,17.383464,9.144008,0.12,0.149,0.35,0.14,108,78,88
4531,0,0,0.000138,2.652813,17.462415,10.45334,0.12,0.149,0.35,0.14,108,78,88
4532,0,0,0.000792,2.579358,17.541366,11.762672,0.12,0.149,0.35,0.14,108,78,88
4533,0.45,0.45,0.004555,2.49333,17.620317,13.072004,0.12,0.149,0.35,0.14,108,78,88
4534,0.6,0.6,0.026101,2.393842,17.699268,14.381336,0.12,0.149,0.35,0.14,108,78,88
4535,0.45,0.45,0.146561,2.280456,17.778219,15.690668,0.12,0.149,0.35,0.14,108,78,88
4536,0,0,0.740236,2.153363,17.85717,17,0.12,0.149,0.35,0.14,108,78,88
4537,0,0,2.5,2.013531,17.875617,18.309332,0.12,0.149,0.35,0.14,108,78,88
4538,-0.7,-0.7,4.259764,1.862801,17.894065,19.618664,0.12,0.149,0.35,0.14,108,78,88
4539,5,5,4.853439,1.703866,17.912513,20.927996,0.12,0.149,0.35,0.14,108,78,88
4540,-1.5,-1.5,4.973899,1.540126,17.930961,22.237328,0.12,0.149,0.35,0.14,108,78,88
4541,0,0,4.995445,1.375423,17.949408,23.54666,0.12,0.149,0.35,0.14,108,78,88
4542,0,0,4.999208,1.21369,17.967856,24.855992,0.12,0.149,0.35,0.14,108,78,88
4543,0.5,0.5,4.915922,1.058583,17.972016,25.70451,0.12,0.149,0.35,0.14,108,78,88
4544,1.4,1.4,4.895664,0.913165,17.976175,26.553028,0.12,0.149,0.35,0.14,108,78,88
4545,1.6,1.6,4.870654,0.779701,17.980335,27.401546,0.12,0.149,0.35,0.14,108,78,88
4546,1.65,1.65,4.839845,0.659578,17.984495,28.250064,0.12,0.149,0.35,0.14,108,78,88
4547,0.7,0.7,4.801995,0.553349,17.988654,29.098582,0.12,0.149,0.35,0.14,108,78,88
4548,0.2,0.2,4.755651,0.46086,17.992814,29.947101,0.12,0.149,0.35,0.14,108,78,88
4549,0,0,4.699141,0.38142,17.993744,30.353837,0.12,0.149,0.35,0.14,108,78,88
4550,0,0,4.630577,0.31398,17.994675,30.760574,0.12,0.149,0.35,0.14,108,78,88
4551,0,0,4.54789,0.257293,17.995605,31.16731,0.12,0.149,0.35,0.14,108,78,88
4552,0,0,4.448899,0.21004,17.996535,31.574047,0.12,0.149,0.35,0.14,108,78,88
4553,0,0,4.331419,0.170924,17.997466,31.980784,0.12,0.149,0.35,0.14,108,78,88
4554,0,0,4.193436,0.138731,17.998396,32.38752,0.12,0.149,0.35,0.14,108,78,88
4555,0,0,4.033332,0.11236,17.998604,32.554345,0.12,0.149,0.35,0.14,108,78,88
4556,0,0,3.850161,0.090843,17.998811,32.72117,0.12,0.149,0.35,0.14,108,78,88
4557,0,0,3.643951,0.073342,17.999019,32.887995,0.12,0.149,0.35,0.14,108,78,88
4558,0,0,3.415974,0.059144,17.999227,33.054819,0.12,0.149,0.35,0.14,108,78,88
4559,0,0,3.16893,0.047649,17.999434,33.221644,0.12,0.149,0.35,0.14,108,78,88
4560,0,0,2.906963,0.026101,17.999642,33.388469,0.12,0.136,0.36,0.12,102,80,87.333333
4561,0,0,2.635484,0.146561,17.999688,33.452465,0.12,0.136,0.36,0.12,102,80,87.333333
4562,0,0,2.360761,0.740236,17.999735,33.51646,0.12,0.136,0.36,0.12,102,80,87.333333
4563,0,0,2.08937,2.5,17.999781,33.580456,0.12,0.136,0.36,0.12,102,80,87.333333
4564,0,0,1.827574,4.259764,17.999827,33.644452,0.12,0.136,0.36,0.12,102,80,87.333333
4565,0,0,1.580766,4.853439,17.999874,33.708447,0.12,0.136,0.36,0.12,102,80,87.333333
4566,0,0,1.353073,4.995445,17.99992,33.772443,0.12,0.136,0.36,0.12,102,80,87.333333
4567,0,0,1.147173,4.973899,17.999933,33.810369,0.12,0.136,0.36,0.12,102,80,87.333333
4568,0,0,0.96432,4.853439,17.999947,33.848295,0.12,0.136,0.36,0.12,102,80,87.333333
4569,0,0,0.804527,4.259764,17.99996,33.886222,0.12,0.136,0.36,0.12,102,80,87.333333
4570,0,0,0.666837,2.946753,17.999973,33.924148,0.12,0.136,0.36,0.12,102,80,87.333333
